beta,target_idx,target_seed,repeat,repeat_seed,algorithm,fidelity,gate_count
0.03,11,53,3,53003,EA,0.6695336147442384,5
0.03,11,53,3,53003,SA,0.5898979714738544,4
0.03,11,53,4,53004,EA,0.6471855752113507,3
0.03,11,53,4,53004,SA,0.5752611438151831,4
0.03,12,54,0,54000,EA,0.5749750792333299,4
0.03,12,54,0,54000,SA,0.5580037343492549,3
0.03,12,54,1,54001,EA,0.5606091380623912,4
0.03,12,54,1,54001,SA,0.36715515939534277,3
0.03,12,54,2,54002,EA,0.6029211329056656,3
0.03,12,54,2,54002,SA,0.4134567002558026,3
0.03,12,54,3,54003,EA,0.6244572017743074,4
0.03,12,54,3,54003,SA,0.5947982396130757,4
0.03,12,54,4,54004,EA,0.5852999942885826,3
0.03,12,54,4,54004,SA,0.594224796114075,12
0.03,13,55,0,55000,EA,0.35671733465208777,3
0.03,13,55,0,55000,SA,0.2640438825968462,2
0.03,13,55,1,55001,EA,0.365809309540585,2
0.03,13,55,1,55001,SA,0.3638521027230185,3
0.03,13,55,2,55002,EA,0.3751078458609993,3
0.03,13,55,2,55002,SA,0.22275324899388388,1
0.03,13,55,3,55003,EA,0.3492012758273405,2
0.03,13,55,3,55003,SA,0.37440830259382946,7
0.03,13,55,4,55004,EA,0.3717853239791955,3
0.03,13,55,4,55004,SA,0.3355155718629528,3
0.03,14,56,0,56000,EA,0.2524639034564882,1
0.03,14,56,0,56000,SA,0.2979597928554591,2
0.03,14,56,1,56001,EA,0.3983628253822042,3
0.03,14,56,1,56001,SA,0.39071269760479316,4
0.03,14,56,2,56002,EA,0.39346114944065663,3
0.03,14,56,2,56002,SA,0.29705089188465805,4
0.03,14,56,3,56003,EA,0.34079661128481725,2
0.03,14,56,3,56003,SA,0.3715452747530113,7
0.03,14,56,4,56004,EA,0.45231940848442764,4
0.03,14,56,4,56004,SA,0.2510702439577787,1
0.03,15,57,0,57000,EA,0.47834786840005417,3
0.03,15,57,0,57000,SA,0.4173226583901424,4
0.03,15,57,1,57001,EA,0.4997800021880017,5
0.03,15,57,1,57001,SA,0.42945108035016,3
0.03,15,57,2,57002,EA,0.5012405060662034,5
0.03,15,57,2,57002,SA,0.4308785769991878,4
0.03,15,57,3,57003,EA,0.546508857910112,5
0.03,15,57,3,57003,SA,0.42014937118431683,3
0.03,15,57,4,57004,EA,0.4834369463600221,4
0.03,15,57,4,57004,SA,0.18750718804224897,1
0.03,16,58,0,58000,EA,0.3336609154395257,2
0.03,16,58,0,58000,SA,0.3373771181452655,2
0.03,16,58,1,58001,EA,0.3243642785683657,2
0.03,16,58,1,58001,SA,0.25218676639479887,2
0.03,16,58,2,58002,EA,0.3624857146151842,3
0.03,16,58,2,58002,SA,0.2706961836583729,3
0.03,16,58,3,58003,EA,0.3387299229341421,2
0.03,16,58,3,58003,SA,0.25218126284861114,1
0.03,16,58,4,58004,EA,0.3431588474959487,2
0.03,16,58,4,58004,SA,0.298248703255553,2
0.03,17,59,0,59000,EA,0.27343614868133026,3
0.03,17,59,0,59000,SA,0.19947558180511266,2
0.03,17,59,1,59001,EA,0.19926993580342417,2
0.03,17,59,1,59001,SA,0.14721366087831084,1
0.03,17,59,2,59002,EA,0.23057884925083216,2
0.03,17,59,2,59002,SA,0.16124515424615637,2
0.03,17,59,3,59003,EA,0.24075633067582605,2
0.03,17,59,3,59003,SA,0.26059148231576545,5
0.03,17,59,4,59004,EA,0.1654332440185633,1
0.03,17,59,4,59004,SA,0.22469443450701793,2
0.03,18,60,0,60000,EA,0.2580405845278168,3
0.03,18,60,0,60000,SA,0.3377461565247833,7
0.03,18,60,1,60001,EA,0.30372454194168885,4
0.03,18,60,1,60001,SA,0.26246306879830955,3
0.03,18,60,2,60002,EA,0.2722172290924243,3
0.03,18,60,2,60002,SA,0.18099256817331216,3
0.03,18,60,3,60003,EA,0.25695542623164436,3
0.03,18,60,3,60003,SA,0.14163546860157158,2
0.03,18,60,4,60004,EA,0.2801156967979738,3
0.03,18,60,4,60004,SA,0.27579382956684845,3
0.03,19,61,0,61000,EA,0.3755618588274998,3
0.03,19,61,0,61000,SA,0.1999600065834371,2
0.03,19,61,1,61001,EA,0.4052964368881804,3
0.03,19,61,1,61001,SA,0.0928437271830945,1
0.03,19,61,2,61002,EA,0.415358767195444,3
0.03,19,61,2,61002,SA,0.11729907810427977,2
0.03,19,61,3,61003,EA,0.4029447143419313,3
0.03,19,61,3,61003,SA,0.09145338382511899,1
0.03,19,61,4,61004,EA,0.1572162514901529,3
0.03,19,61,4,61004,SA,0.2909696835234217,3
0.05,0,42,0,42000,EA,0.2705039438073491,2
0.05,0,42,0,42000,SA,0.2572406539040084,2
0.05,0,42,1,42001,EA,0.254592452629416,2
0.05,0,42,1,42001,SA,0.24921368537484415,4
0.05,0,42,2,42002,EA,0.3772229273781267,3
0.05,0,42,2,42002,SA,0.30943450101672015,3
0.05,0,42,3,42003,EA,0.2714274575578982,2
0.05,0,42,3,42003,SA,0.254592452629416,2
0.05,0,42,4,42004,EA,0.254592452629416,2
0.05,0,42,4,42004,SA,0.254592452629416,2
0.05,1,43,0,43000,EA,0.2906703370452356,2
0.05,1,43,0,43000,SA,0.29120817421173784,2
0.05,1,43,1,43001,EA,0.29652677771484665,2
0.05,1,43,1,43001,SA,0.49245776200137376,6
0.05,1,43,2,43002,EA,0.29651911244124857,2
0.05,1,43,2,43002,SA,0.23252238015329285,1
0.05,1,43,3,43003,EA,0.37828534892270227,3
0.05,1,43,3,43003,SA,0.23518516188394756,1
0.05,1,43,4,43004,EA,0.3616031165038179,3
0.05,1,43,4,43004,SA,0.49894020076284196,5
0.05,2,44,0,44000,EA,0.3719684705127556,2
0.05,2,44,0,44000,SA,0.23437231284444668,4
0.05,2,44,1,44001,EA,0.2757204343114938,1
0.05,2,44,1,44001,SA,0.3255953233895297,2
0.05,2,44,2,44002,EA,0.27751223880961984,1
0.05,2,44,2,44002,SA,0.3407073557088786,5
0.05,2,44,3,44003,EA,0.34982539198348955,2
0.05,2,44,3,44003,SA,0.2770525655526332,1
0.05,2,44,4,44004,EA,0.3549223126797237,2
0.05,2,44,4,44004,SA,0.35178592378740847,2
0.05,3,45,0,45000,EA,0.27845924075340356,2
0.05,3,45,0,45000,SA,0.2815358327911388,2
0.05,3,45,1,45001,EA,0.3076909985430983,3
0.05,3,45,1,45001,SA,0.259177205547623,2
0.05,3,45,2,45002,EA,0.29743699494953063,2
0.05,3,45,2,45002,SA,0.2510712953595422,2
0.05,3,45,3,45003,EA,0.3024053113204068,3
0.05,3,45,3,45003,SA,0.2949252904996583,2
0.05,3,45,4,45004,EA,0.2966724468155826,2
0.05,3,45,4,45004,SA,0.15568548387204595,1
0.05,4,46,0,46000,EA,0.4810146932245028,4
0.05,4,46,0,46000,SA,0.2504633115016408,2
0.05,4,46,1,46001,EA,0.3883100799659815,3
0.05,4,46,1,46001,SA,0.3057321821191619,3
0.05,4,46,2,46002,EA,0.3946478668817591,3
0.05,4,46,2,46002,SA,0.2531957337752321,2
0.05,4,46,3,46003,EA,0.48722832119820736,4
0.05,4,46,3,46003,SA,0.2531656355168365,2
0.05,4,46,4,46004,EA,0.41632075574405925,4
0.05,4,46,4,46004,SA,0.24346801034996082,3
0.05,5,47,0,47000,EA,0.3309952073843735,3
0.05,5,47,0,47000,SA,0.31866321808800063,3
0.05,5,47,1,47001,EA,0.39309512814500136,4
0.05,5,47,1,47001,SA,0.32112881655089187,3
0.05,5,47,2,47002,EA,0.4658776374564807,5
0.05,5,47,2,47002,SA,0.30901651073951464,3
0.05,5,47,3,47003,EA,0.24105864355492235,2
0.05,5,47,3,47003,SA,0.2097692109224832,2
0.05,5,47,4,47004,EA,0.3916864244983144,3
0.05,5,47,4,47004,SA,0.2275749718603995,2
0.05,6,48,0,48000,EA,0.5326186207549877,4
0.05,6,48,0,48000,SA,0.2608036907125151,3
0.05,6,48,1,48001,EA,0.620169406335801,4
0.05,6,48,1,48001,SA,0.3750642354000625,3
0.05,6,48,2,48002,EA,0.24918145749334875,2
0.05,6,48,2,48002,SA,0.241391518698459,2
0.05,6,48,3,48003,EA,0.6078369324827037,4
0.05,6,48,3,48003,SA,0.2065592347428841,2
0.05,6,48,4,48004,EA,0.4043909743263889,4
0.05,6,48,4,48004,SA,0.2065592347428841,2
0.05,7,49,0,49000,EA,0.40275335224477343,3
0.05,7,49,0,49000,SA,0.19037346788915116,2
0.05,7,49,1,49001,EA,0.5559875505268644,5
0.05,7,49,1,49001,SA,0.39287184918169227,3
0.05,7,49,2,49002,EA,0.45677522359402917,4
0.05,7,49,2,49002,SA,0.30895139720404335,3
0.05,7,49,3,49003,EA,0.23519397216226884,2
0.05,7,49,3,49003,SA,0.26056494906696326,3
0.05,7,49,4,49004,EA,0.49986514517072345,4
0.05,7,49,4,49004,SA,0.39261734956777256,4
0.05,8,50,0,50000,EA,0.5952142622452552,5
0.05,8,50,0,50000,SA,0.36464737493569,2
0.05,8,50,1,50001,EA,0.609588775822937,4
0.05,8,50,1,50001,SA,0.3637682920801502,3
0.05,8,50,2,50002,EA,0.49994173995212565,3
0.05,8,50,2,50002,SA,0.34547806219424637,3
0.05,8,50,3,50003,EA,0.5303349596704442,4
0.05,8,50,3,50003,SA,0.4849967407130488,3
0.05,8,50,4,50004,EA,0.43632766466211226,3
0.05,8,50,4,50004,SA,0.36796044348097007,3
0.05,9,51,0,51000,EA,0.4670754085560552,4
0.05,9,51,0,51000,SA,0.31143128689578464,5
0.05,9,51,1,51001,EA,0.09753226195471082,1
0.05,9,51,1,51001,SA,0.10101287128700683,1
0.05,9,51,2,51002,EA,0.5494724377371646,4
0.05,9,51,2,51002,SA,0.21402986962097148,3
0.05,9,51,3,51003,EA,0.5626763162957441,5
0.05,9,51,3,51003,SA,0.2115429499796399,3
0.05,9,51,4,51004,EA,0.10673865378310593,1
0.05,9,51,4,51004,SA,0.4404392638670491,5
0.05,10,52,0,52000,EA,0.30017058249382944,1
0.05,10,52,0,52000,SA,0.32798020790042054,3
0.05,10,52,1,52001,EA,0.32564766308399457,1
0.05,10,52,1,52001,SA,0.37804206761282816,2
0.05,10,52,2,52002,EA,0.45933857867039685,3
0.05,10,52,2,52002,SA,0.40267798742369254,4
0.05,10,52,3,52003,EA,0.40407941001613956,2
0.05,10,52,3,52003,SA,0.29403844987302824,3
0.05,10,52,4,52004,EA,0.3258998418683184,1
0.05,10,52,4,52004,SA,0.3774698805093013,2
0.05,11,53,0,53000,EA,0.5499563245749739,3
0.05,11,53,0,53000,SA,0.5225992076374856,5
0.05,11,53,1,53001,EA,0.5113754632427082,3
0.05,11,53,1,53001,SA,0.6093638985740129,3
0.05,11,53,2,53002,EA,0.5023021896185134,3
0.05,11,53,2,53002,SA,0.3609169245429604,2
0.05,11,53,3,53003,EA,0.552355093688714,3
0.05,11,53,3,53003,SA,0.5898979714738544,4
0.05,11,53,4,53004,EA,0.6257196193375761,3
0.05,11,53,4,53004,SA,0.591323497054219,3
0.05,12,54,0,54000,EA,0.5901782877498747,3
0.05,12,54,0,54000,SA,0.5395053922216725,3
0.05,12,54,1,54001,EA,0.5314677735584264,3
0.05,12,54,1,54001,SA,0.3210930745307586,3
0.05,12,54,2,54002,EA,0.5469132380123868,4
0.05,12,54,2,54002,SA,0.33058088342308495,3
0.05,12,54,3,54003,EA,0.498850310336681,3
0.05,12,54,3,54003,SA,0.2800741826478501,2
0.05,12,54,4,54004,EA,0.5589882014587619,4
0.05,12,54,4,54004,SA,0.5084184197644972,10
0.05,13,55,0,55000,EA,0.3353727734329863,2
0.05,13,55,0,55000,SA,0.2640438825968462,2
0.05,13,55,1,55001,EA,0.3045127948531787,2
0.05,13,55,1,55001,SA,0.3638521027230185,3
0.05,13,55,2,55002,EA,0.33138051833936366,2
0.05,13,55,2,55002,SA,0.35862573230906536,4
0.05,13,55,3,55003,EA,0.36142809446502705,2
0.05,13,55,3,55003,SA,0.2921755353439552,5
0.05,13,55,4,55004,EA,0.30965695790779996,2
0.05,13,55,4,55004,SA,0.36728794588935043,2
0.05,14,56,0,56000,EA,0.4804792568161002,4
0.05,14,56,0,56000,SA,0.2979597928554591,2
0.05,14,56,1,56001,EA,0.24821407823430014,1
0.05,14,56,1,56001,SA,0.3295759964851527,3
0.05,14,56,2,56002,EA,0.34297891672755054,2
0.05,14,56,2,56002,SA,0.32959279767165345,2
0.05,14,56,3,56003,EA,0.32621535785595684,2
0.05,14,56,3,56003,SA,0.3200784124773712,2
0.05,14,56,4,56004,EA,0.34015304232897003,2
0.05,14,56,4,56004,SA,0.3289563758477252,2
0.05,15,57,0,57000,EA,0.4649072668185916,3
0.05,15,57,0,57000,SA,0.342755068708283,3
0.05,15,57,1,57001,EA,0.43908045833864123,3
0.05,15,57,1,57001,SA,0.45536670756954684,3
0.05,15,57,2,57002,EA,0.49066440874836703,4
0.05,15,57,2,57002,SA,0.4255339819189497,3
0.05,15,57,3,57003,EA,0.4819132365978321,3
0.05,15,57,3,57003,SA,0.46549893243244317,3
0.05,15,57,4,57004,EA,0.468764529823037,3
0.05,15,57,4,57004,SA,0.27514783010084454,5
0.05,16,58,0,58000,EA,0.23968356042560762,1
0.05,16,58,0,58000,SA,0.3373771181452655,2
0.05,16,58,1,58001,EA,0.3356683226949975,2
0.05,16,58,1,58001,SA,0.25218676639479887,2
0.05,16,58,2,58002,EA,0.30112656434360346,2
0.05,16,58,2,58002,SA,0.2503495587319302,1
0.05,16,58,3,58003,EA,0.32854587776385413,2
0.05,16,58,3,58003,SA,0.25218126284861114,1
0.05,16,58,4,58004,EA,0.2389303743263098,1
0.05,16,58,4,58004,SA,0.298248703255553,2
0.05,17,59,0,59000,EA,0.2298802029834762,2
0.05,17,59,0,59000,SA,0.144590333101538,1
0.05,17,59,1,59001,EA,0.23834226236585124,2
0.05,17,59,1,59001,SA,0.14721366087831084,1
0.05,17,59,2,59002,EA,0.22875407612422594,2
0.05,17,59,2,59002,SA,0.21852139072227694,2
0.05,17,59,3,59003,EA,0.1680119895281135,1
0.05,17,59,3,59003,SA,0.17145622665598584,1
0.05,17,59,4,59004,EA,0.23899285899215328,2
0.05,17,59,4,59004,SA,0.22469443450701793,2
0.05,18,60,0,60000,EA,0.29139451472686895,3
0.05,18,60,0,60000,SA,0.08393883387409873,1
0.05,18,60,1,60001,EA,0.2330048156319937,3
0.05,18,60,1,60001,SA,0.26246306879830955,3
0.05,18,60,2,60002,EA,0.2707006198474774,3
0.05,18,60,2,60002,SA,0.2664910717383789,3
0.05,18,60,3,60003,EA,0.2560375574228064,3
0.05,18,60,3,60003,SA,0.14163546860157158,2
0.05,18,60,4,60004,EA,0.2870439511609276,3
0.05,18,60,4,60004,SA,0.2194158893343119,2
0.05,19,61,0,61000,EA,0.09276288325209849,1
0.05,19,61,0,61000,SA,0.09471339115010766,1
0.05,19,61,1,61001,EA,0.4110563902309263,3
0.05,19,61,1,61001,SA,0.3318227677238421,3
0.05,19,61,2,61002,EA,0.38896768971701284,3
0.05,19,61,2,61002,SA,0.08699183118757241,1
0.05,19,61,3,61003,EA,0.38238383982536645,3
0.05,19,61,3,61003,SA,0.09145338382511899,1
0.05,19,61,4,61004,EA,0.38397833452713365,3
0.05,19,61,4,61004,SA,0.1986811037351076,3
0.07,0,42,0,42000,EA,0.2705039438073491,2
0.07,0,42,0,42000,SA,0.254592452629416,2
0.07,0,42,1,42001,EA,0.254592452629416,2
0.07,0,42,1,42001,SA,0.17781564500172437,1
0.07,0,42,2,42002,EA,0.3979339478849389,3
0.07,0,42,2,42002,SA,0.2657895878914205,2
0.07,0,42,3,42003,EA,0.254592452629416,2
0.07,0,42,3,42003,SA,0.2479115728174578,2
0.07,0,42,4,42004,EA,0.254592452629416,2
0.07,0,42,4,42004,SA,0.17784384697022768,1
0.07,1,43,0,43000,EA,0.2366808479682626,1
0.07,1,43,0,43000,SA,0.2361751955939629,1
0.07,1,43,1,43001,EA,0.24367641541628735,1
0.07,1,43,1,43001,SA,0.27759892399575253,3
0.07,1,43,2,43002,EA,0.23481348723399173,1
0.07,1,43,2,43002,SA,0.23252238015329285,1
0.07,1,43,3,43003,EA,0.23676270645813943,1
0.07,1,43,3,43003,SA,0.23518516188394756,1
0.07,1,43,4,43004,EA,0.24301299696525505,1
0.07,1,43,4,43004,SA,0.49894020076284196,5
0.07,2,44,0,44000,EA,0.3790394983659041,2
0.07,2,44,0,44000,SA,0.31491475970696015,3
0.07,2,44,1,44001,EA,0.2757204343114938,1
0.07,2,44,1,44001,SA,0.262148282826715,1
0.07,2,44,2,44002,EA,0.27751223880961984,1
0.07,2,44,2,44002,SA,0.3407073557088786,5
0.07,2,44,3,44003,EA,0.3481479359317773,2
0.07,2,44,3,44003,SA,0.2781910807942337,1
0.07,2,44,4,44004,EA,0.2623585960586233,1
0.07,2,44,4,44004,SA,0.35178592378740847,2
0.07,3,45,0,45000,EA,0.2381832656546852,2
0.07,3,45,0,45000,SA,0.2815358327911388,2
0.07,3,45,1,45001,EA,0.29525413384011423,2
0.07,3,45,1,45001,SA,0.259177205547623,2
0.07,3,45,2,45002,EA,0.2976048806277688,2
0.07,3,45,2,45002,SA,0.2510712953595422,2
0.07,3,45,3,45003,EA,0.2880840946343994,2
0.07,3,45,3,45003,SA,0.2949252904996583,2
0.07,3,45,4,45004,EA,0.2783464860252343,2
0.07,3,45,4,45004,SA,0.15568548387204595,1
0.07,4,46,0,46000,EA,0.24371883823226134,2
0.07,4,46,0,46000,SA,0.23779339365920668,2
0.07,4,46,1,46001,EA,0.33885705607714284,3
0.07,4,46,1,46001,SA,0.24140337087486086,2
0.07,4,46,2,46002,EA,0.24034469350742815,2
0.07,4,46,2,46002,SA,0.2531957337752321,2
0.07,4,46,3,46003,EA,0.2532745585840459,2
0.07,4,46,3,46003,SA,0.22969229735527363,2
0.07,4,46,4,46004,EA,0.3324346342009619,3
0.07,4,46,4,46004,SA,0.23779339365920668,2
0.07,5,47,0,47000,EA,0.17600552716329765,1
0.07,5,47,0,47000,SA,0.17600552716329765,1
0.07,5,47,1,47001,EA,0.17600552716329765,1
0.07,5,47,1,47001,SA,0.17600552716329765,1
0.07,5,47,2,47002,EA,0.17600552716329765,1
0.07,5,47,2,47002,SA,0.17672989007899,1
0.07,5,47,3,47003,EA,0.17600552716329765,1
0.07,5,47,3,47003,SA,0.2097692109224832,2
0.07,5,47,4,47004,EA,0.17600552716329765,1
0.07,5,47,4,47004,SA,0.17673580407371808,1
0.07,6,48,0,48000,EA,0.41999784249050887,4
0.07,6,48,0,48000,SA,0.2955508029950559,3
0.07,6,48,1,48001,EA,0.2628237447877417,2
0.07,6,48,1,48001,SA,0.35938744360690933,3
0.07,6,48,2,48002,EA,0.3331080090879911,3
0.07,6,48,2,48002,SA,0.241391518698459,2
0.07,6,48,3,48003,EA,0.47490551478182647,4
0.07,6,48,3,48003,SA,0.2065592347428841,2
0.07,6,48,4,48004,EA,0.47047732738000836,3
0.07,6,48,4,48004,SA,0.2065592347428841,2
0.07,7,49,0,49000,EA,0.3492939202129786,3
0.07,7,49,0,49000,SA,0.18491791372149063,2
0.07,7,49,1,49001,EA,0.5010297630827795,4
0.07,7,49,1,49001,SA,0.39287184918169227,3
0.07,7,49,2,49002,EA,0.5018080699426736,5
0.07,7,49,2,49002,SA,0.20189272565537836,2
0.07,7,49,3,49003,EA,0.23657194041597301,2
0.07,7,49,3,49003,SA,0.20731670579556952,2
0.07,7,49,4,49004,EA,0.4768258444810581,4
0.07,7,49,4,49004,SA,0.2020991876710531,2
0.07,8,50,0,50000,EA,0.5605761897025885,4
0.07,8,50,0,50000,SA,0.36464737493569,2
0.07,8,50,1,50001,EA,0.6446344317275342,4
0.07,8,50,1,50001,SA,0.3120863295460979,2
0.07,8,50,2,50002,EA,0.3695704245712254,2
0.07,8,50,2,50002,SA,0.5064701790440117,5
0.07,8,50,3,50003,EA,0.5644835725449598,3
0.07,8,50,3,50003,SA,0.4849967407130488,3
0.07,8,50,4,50004,EA,0.5372883327671453,4
0.07,8,50,4,50004,SA,0.28891847980246516,2
0.07,9,51,0,51000,EA,0.18023374957735433,2
0.07,9,51,0,51000,SA,0.3939417686399054,5
0.07,9,51,1,51001,EA,0.09753226195471082,1
0.07,9,51,1,51001,SA,0.10101287128700683,1
0.07,9,51,2,51002,EA,0.10457950387034191,1
0.07,9,51,2,51002,SA,0.09697293121582418,1
0.07,9,51,3,51003,EA,0.10190089003991615,1
0.07,9,51,3,51003,SA,0.0958570225015515,1
0.07,9,51,4,51004,EA,0.10016210325173378,1
0.07,9,51,4,51004,SA,0.09926782929276887,1
0.07,10,52,0,52000,EA,0.2984711320133905,1
0.07,10,52,0,52000,SA,0.32798020790042054,3
0.07,10,52,1,52001,EA,0.32564766308399457,1
0.07,10,52,1,52001,SA,0.326625025298319,1
0.07,10,52,2,52002,EA,0.30816018278733154,1
0.07,10,52,2,52002,SA,0.3385041129058771,3
0.07,10,52,3,52003,EA,0.482866314771551,3
0.07,10,52,3,52003,SA,0.4156557017662169,8
0.07,10,52,4,52004,EA,0.3258998418683184,1
0.07,10,52,4,52004,SA,0.3264066595329084,1
0.07,11,53,0,53000,EA,0.5710692409207878,3
0.07,11,53,0,53000,SA,0.5225992076374856,5
0.07,11,53,1,53001,EA,0.5113754632427082,3
0.07,11,53,1,53001,SA,0.6093638985740129,3
0.07,11,53,2,53002,EA,0.45928593124555583,3
0.07,11,53,2,53002,SA,0.3792233293180721,2
0.07,11,53,3,53003,EA,0.550010435141726,3
0.07,11,53,3,53003,SA,0.3609169245429604,2
0.07,11,53,4,53004,EA,0.5688344395860788,3
0.07,11,53,4,53004,SA,0.591323497054219,3
0.07,12,54,0,54000,EA,0.4464584859864557,3
0.07,12,54,0,54000,SA,0.1727318591651608,1
0.07,12,54,1,54001,EA,0.559825088326464,4
0.07,12,54,1,54001,SA,0.2958313108856189,2
0.07,12,54,2,54002,EA,0.5007255281224102,3
0.07,12,54,2,54002,SA,0.16265378592164337,1
0.07,12,54,3,54003,EA,0.3759536066041036,2
0.07,12,54,3,54003,SA,0.2667316858449782,2
0.07,12,54,4,54004,EA,0.5199012612383759,3
0.07,12,54,4,54004,SA,0.4086220087632684,3
0.07,13,55,0,55000,EA,0.3353727734329863,2
0.07,13,55,0,55000,SA,0.2249126330994225,3
0.07,13,55,1,55001,EA,0.36616459351700026,2
0.07,13,55,1,55001,SA,0.3633827230894904,2
0.07,13,55,2,55002,EA,0.3660980122474841,2
0.07,13,55,2,55002,SA,0.22275324899388388,1
0.07,13,55,3,55003,EA,0.36142809446502705,2
0.07,13,55,3,55003,SA,0.2220597320879578,1
0.07,13,55,4,55004,EA,0.37206205443767704,2
0.07,13,55,4,55004,SA,0.356748675102247,2
0.07,14,56,0,56000,EA,0.26601049197461746,1
0.07,14,56,0,56000,SA,0.21576345238871886,1
0.07,14,56,1,56001,EA,0.24459181101466465,1
0.07,14,56,1,56001,SA,0.25284526086625847,3
0.07,14,56,2,56002,EA,0.35141506341543327,2
0.07,14,56,2,56002,SA,0.25175186261630056,1
0.07,14,56,3,56003,EA,0.2647997116154637,1
0.07,14,56,3,56003,SA,0.25117430332416685,1
0.07,14,56,4,56004,EA,0.24914743259439687,1
0.07,14,56,4,56004,SA,0.26591155431857383,1
0.07,15,57,0,57000,EA,0.48840823192067995,3
0.07,15,57,0,57000,SA,0.29583865900001405,2
0.07,15,57,1,57001,EA,0.44014295822585453,3
0.07,15,57,1,57001,SA,0.45536670756954684,3
0.07,15,57,2,57002,EA,0.48023413308200913,3
0.07,15,57,2,57002,SA,0.19555499082147154,1
0.07,15,57,3,57003,EA,0.32719768552435,2
0.07,15,57,3,57003,SA,0.46549893243244317,3
0.07,15,57,4,57004,EA,0.4339884301295941,3
0.07,15,57,4,57004,SA,0.18750718804224897,1
0.07,16,58,0,58000,EA,0.23968356042560762,1
0.07,16,58,0,58000,SA,0.32362542135501676,2
0.07,16,58,1,58001,EA,0.24081253276586428,1
0.07,16,58,1,58001,SA,0.28527172919318217,2
0.07,16,58,2,58002,EA,0.2952290498720193,2
0.07,16,58,2,58002,SA,0.2503495587319302,1
0.07,16,58,3,58003,EA,0.27602127898144657,2
0.07,16,58,3,58003,SA,0.25218126284861114,1
0.07,16,58,4,58004,EA,0.2389303743263098,1
0.07,16,58,4,58004,SA,0.22112571440355458,1
0.07,17,59,0,59000,EA,0.2577695094763564,2
0.07,17,59,0,59000,SA,0.17719331360453974,1
0.07,17,59,1,59001,EA,0.24348566564462384,2
0.07,17,59,1,59001,SA,0.14721366087831084,1
0.07,17,59,2,59002,EA,0.17774537273663685,1
0.07,17,59,2,59002,SA,0.17259996327224575,1
0.07,17,59,3,59003,EA,0.1673746742460889,1
0.07,17,59,3,59003,SA,0.17145622665598584,1
0.07,17,59,4,59004,EA,0.17749852078880884,1
0.07,17,59,4,59004,SA,0.16121658834121758,1
0.07,18,60,0,60000,EA,0.08393883387409873,1
0.07,18,60,0,60000,SA,0.08393883387409873,1
0.07,18,60,1,60001,EA,0.1793071609564761,2
0.07,18,60,1,60001,SA,0.26246306879830955,3
0.07,18,60,2,60002,EA,0.26032969185167654,3
0.07,18,60,2,60002,SA,0.08440449652165154,1
0.07,18,60,3,60003,EA,0.19030739374934053,2
0.07,18,60,3,60003,SA,0.08441289530930488,1
0.07,18,60,4,60004,EA,0.08393883387409873,1
0.07,18,60,4,60004,SA,0.08393883387409873,1
0.07,19,61,0,61000,EA,0.09276288325209849,1
0.07,19,61,0,61000,SA,0.09471339115010766,1
0.07,19,61,1,61001,EA,0.30963256654057947,3
0.07,19,61,1,61001,SA,0.0928437271830945,1
0.07,19,61,2,61002,EA,0.38286668834680454,3
0.07,19,61,2,61002,SA,0.09374686591940021,1
0.07,19,61,3,61003,EA,0.41075102677897,3
0.07,19,61,3,61003,SA,0.0939932195743419,1
0.07,19,61,4,61004,EA,0.40365249695871747,3
0.07,19,61,4,61004,SA,0.1999600065834371,2
